"身体の疲れがとれません
睡眠が浅くて深い睡眠がとりたいです。最近市販の薬を一時的な睡眠不足のを購入しました。使用したらその日は夢を見たにとかかわらずぐっすり眠れました。
くせになるといけないので
たまにしか飲みませんが
本当は毎日服用したいです。

毎日夜中に旦那に起こされて
自立神経が乱れてるのかもしれません。
知り合いから効くというアスパラのサプリをもらってくれましたが
そんなことより起こさずに寝かせてほしいです。早く寝るように心がけてはいるのですが眠るのが遅くなる日もあるし…何度いっても起こしてきます。
こっちは眠くてもちゃんと起きてほぼ毎日相手してます。
私も働いているので
次の日が休みの日は
起きようと思ってますが
毎日はさすがにキツいです。
そのくせ自分が起こされると文句をいいます。自分だって同じことしてるくせに。自分早くて私はだめみたいです。



19/05/08 09:28 追記
休み日は一緒
夫婦の時間はちゃんととれます。
旦那は休みの日は１日中寝てます。
起きるまでそっとしてます。私は片付けがあるのでこなしているとうるさくて眠れない！と文句をいわれました。
起きてからにしようと思ってると
一緒にテレビみようとかいいだすし
洗い物してるから手が離せないというとそんなの後でやればいい
かと思うと放置をしてると汚れがとりにくくなる…なんなの。
旦那の都合ばかり押し付けないで",身体
パチンコ店に巫女の服装で行ったら目立ちますか？,質問板
"今私がはまっているゲームで連盟(チーム)を作りたいんですけど

私のネーミングセンスが非常に無くて…

何でもいいので連盟(チーム名)を考えてみて、教えてくれませんか？

例：猫連盟、スペシャル、遊び同盟など…
(↑例に出した連盟名は既に存在していて使うことができません。)

軽い気持ちで(連盟名を)提案してもらって構いませんので

どうかご協力お願いいたします。",おしゃべり板
大学2年女子です。先日、選択制の授業のアンケートをとりました。私は各授業の説明を聞いて、とても興味のある分野の授業があったので、第1希望として提出したのですが、第1希望が通らず第2希望になってしまいました。正直第1希望が通ると思っていので、第2希望の選択はかなり適当にしてしまいました。取りたい授業をとることができず、仲の良い友達も非常に少ないことからとても授業がしんどいです。どうしたらかんがえかたをかえられますか？,心の悩み
"私の妹とも、なかいい幼馴染みが私は強いからか、妹にお金を借りていて、何年もかえしてないらしく、私はそれをきき、怒鳴りました。いいかげんに返せ！と。幼馴染みの親にも言いました。
それから半年後、偶数幼馴染みの母親にあったとき、幼馴染みは？どうしてる？と聞いたら、家で介護させてると答え、思わず働いてないんだというと、正当化か知らんがはむかってきて、さりました。妹からその後きいたが、お金は戻ってきたと聞きましたが、久しぶりに幼馴染みに電話し、あんたの母親と会ったよとか話すとずっと黙ってて、おかしいなと思ったり、偶数幼馴染みの母親と会ったのは私の知り合いのお店ですが私とあって以来きてません。別にお金かえしたなら堂々としていればいいし、別に私は幼馴染みは？と聞いただけだなのに、なんなんですか？",質問板
"誰か私を殺してください……。

19/05/08 10:08 追記
親に生まれなければよかったんだとか言われて自分は障害持ちで言われてそこからもう嫌だと思うようになりました。",心の悩み
"40歳女です。
最近お金の事情でジムを退会し、当たり前ですが、ドンドン体重も増加。
これはまずいと思い、横澤夏子がやっていたスクワットマジックを購入しようか迷っています。
使用したことのある方いますか？
もしいたら効果を教えてもらいたいです。",身体
"私の父親は｢子どもやからわからん｣というのが口癖で、幼少期の娘に性的虐待を繰り返していました。
そして現在、何事もなかったことのように生活しているのが恐ろしいです。
子どもなので何もわからないと思って自分の欲求を満たすためにやりたい放題して、今はそうでない年齢になったからしてないだけで、そういう考えで行動を起こしているのが気持ち悪いです。
こういう人間について、みなさんはどのような感情を持たれますか。",家庭・家族
"素股で妊娠説ってガチなんですか⁇
高1女子です、彼氏とゴムありでやって、ゴム無しで素股をしました。すると生理がもう4日遅れています。
ネットで見ると、素股で妊娠するとちらほら書いてあったりします。
新学期になってなんらかストレスもあるのでそれが影響になってるのでしょうか⁇
高1といっても私は母がいなく、通信制なので誰にも相談できません…
素股でちょっと中に入ったことが2、3回ありましたが、3センチくらいです、これでも妊娠はするんでしょうか⁇",性の悩み
"GWに3歳年下の彼とディズニーシーとランドに行き、ミラコスタに泊まりました。
そして、ミラコスタでサプライズプロポーズをしてくれました。
女子なら涙が出るぐらい素敵なプロポーズだったのですが…
びっくりしたのと同時になんて返事をしていいか分からず、どうしたらいいか分からないと言ってしまいました。

というのも、その彼との結婚に不安を感じているからです。

きっと、すぐにでも結婚したいと思いがあればこんな感情になることなく喜べたのではないかと。

連休中はなるべくその話題に触れないようにしてきましたが、おととい今後について話し合いました。

正直気持ちのズレがあることは話して、でも嫌いとか絶対結婚が無理だとい雨訳ではいと伝えました。

だからまず、一緒に住んでみて考えたいと…

了承してくれたんですが、
同棲して別れたら同棲しなければ良かったって思うと思う。と言われたり、

彼の母は、一度別の人と同棲して別れた彼に対して今度は失敗するようなことやめてよ。
と言っていたそうです。

さらに更に、彼は夜勤もやっといて、私とは仕事の時間がズレています。

あと、彼のご両親が継承問題で苗字を変えるかもしれず、
そしたら彼も苗字を変えるので
馴染みのない名前になります。

なんかいろいろ問題がありすぎて…
この人と結婚して大丈夫かなって気持ちが強くなってきました。


私も一人っ子だし、親のことも考えると…

ちなみに彼は3兄弟の長男です。

結婚ってこんなもんですか？",恋愛/30才
"最近電車に座れなくてイライラしてしまう。
GW前までは普通に座れてたのに…
電車の時間をズラすしかないのかなあ。",その他
"先日、育児放棄した子猫を愛護センターというところに預けました。

家ではすでに飼っている猫がいて、飼うのは難しく、平日は仕事と学校で家に人がいなくなるためにミルクをあげるのが難しいと判断したため、愛護センターに預けました。

預けてから調べたのですが、「まだ目も空いていないような子猫はすぐに殺処分される」という記事を読んでしまい、罪悪感が生まれてしまいました。

すごく大きな声で鳴いていて、市販のミルクを少しずつ飲むようになった子猫も、殺処分されてしまうのでしょうか
私の手によじ登ってきた感覚が今も消えずに残っています

気になって昨日聞いてみたら「お答えできません」の一点張りで、知ることができませんでした。

「愛護センターは別の言い方で保健所です」と言われた時にどうして拒否しなかったのか、自分のせいで命を殺してしまったという後悔と罪悪感で押しつぶされてしまいそうで今も涙が止まりません。

謝って済む事ではありませんが、すごく酷いことをしたと承知しております。

動物に詳しい方がいましたら教えてください。
保健所ではどのような子が殺処分されてしまうのでしょうか。
それと、私が預けた子はもう処分されてしまったのでしょうか。

よろしくお願いします。",心の悩み
"腐れインポが！！！！！
男の人は女の人を穴だとしか
思ってないんですか？？聞きたいです。
寄ってたかって、未成年に手を出す罪悪感
気持ちいいその一瞬の為になら
汚い棒を入れれて満足ですか
傷つく相手を考えた事無いんですかね",質問板
"初めての転職活動しています。
昨日、応募書類送付でのミスが発覚しました。
封書に書く「会社名」の１文字が打ち間違って出力していました。
追跡してみたら「お届け済み」とありました。
添え状にある「会社名」は間違っていないことを確認済みです。
些細なことですが、選考に響くか不安です。
因みに、医療関係の製造です･･･",職場・仕事
"駅というか街全体が人が多くて都内行くのがこわくて嫌になりいつも当日ドタキャンしてしまいます
どうすれば出かける気になれますか？
大うつ病並みに病んでます",心の悩み
"初めて人を殺したいと思った
ムカつく",おしゃべり板
"賃貸の更新手数料の支払いについてご質問です。

現在2年更新の賃貸マンションに住んでおり、5月中に退去する予定です。

4年弱住んでおり、ちょうど5月末が2回目の更新だったので4月の頭に退去のご連絡や解約通知書を管理会社の方にお送りしたのですが、なぜか4月分の家賃請求時に更新手数料も引き落としされていました。

もし更新した場合でも更新手数料は5月分の家賃（5月末に引き落とし予定）に乗せて請求、退去連絡も1カ月以上前にすれば更新手数料はかからないと4月の退去のご連絡の時点で管理会社から言われていました。
管理会社に問い合わせたところ、更新の1カ月前を過ぎて連絡があったのでと言われましたが、管理会社からもらった書類なども私からの退去連絡日が1カ月以上前になっていたので、ちゃんと確認をしてほしいと言うと確認の上、折り返すとのことでした。

こういう場合、管理会社は返金など対応してくれるものでしょうか？
問い合わせ時の人が返金はほぼ無理のような口調だったので不安です。",質問板
"心が重たくて、もしかしたら精神的うつの可能性があるかもしれません。
しかし、何とか乗り越えようとするあまり毎朝がダルくてしかたありません。
朝、スッキリ起きれたらまた違うのですが、その快感をずっと味わっていません。ほんとに、生活って大変で疲れますね。",心の悩み
"死ぬ為に、今頑張って生きるしかない
そんな考えの人いませんか",質問板
"女3人でドライブをしてました。ふと気づくと運転手がいなくなっててどこいった？
他の人は免許もってないなら
運転できない、とりあえずハンドルを握ると←他の人

綺麗な水が流れてていい景色と見とれたら水が胸の中まで入ってきた。そして
家の壁にぶつかった
沼？底？にはまって
抜け出せず助けを呼ぶも声が枯れてあまりでず…
人だかりができるも誰も助けてくれず、、
自力でなんとか抜けた。

そして運転手してた女の旦那さんが現れて下手したらみんな死ぬところだったのにあぁ言う奴ですからみたいな
妻がすみませんという謝罪の言葉は一切なし…なんだこの人の態度と
怒りを覚えた

納得いかない私は
事件関係者に謝罪を要求しましたが
話は一切受け入れられず
ただ私が1人怒ってるだけの夢でした

目が覚めて夢なんだと気づき
とてもうなされていて
ハアハアしてると
旦那から怖いといわれ
あった出来事を話すと

所詮夢でしょとばっさり切られました
話す相手をまちがえました。
そうなんだと相槌うって黙って聞いてくれるだけでよかったのに。

しかも問題はそこじゃなく
よく夢を見てうなされて
寝た気がしないのと
それが怖くて眠れなくて
そうすると睡眠不足になり
身体が辛いし
疲れがとれないことです。
精神的に参ってます。

思い切って心療内科に行こうか
考えてます。睡眠薬が処方されるでしょうか？安定剤とか。

今日はこのまま朝まで起きてるつもりです。",心の悩み
"個性を出しなさいと言いながら、
皆黒髪で同じような髪型、黒スーツ黒いバッグに黒い同じような高さのヒールに
同じようなナチュラルメイク
を就活で求められるのはなぜですか？

求められてるのは個性でも優秀さでもなく、
従順で何でも言うことを聞く人間な気がしてきました。",心の悩み
私の職場はシフト制です。毎月責任者自身がシフトを組みますが、その組み方が毎月おかしくてイラッとしています。うちの職場のシフトは基本的に責任者の都合のみで組んでおります。うちの職場は朝勤のみの従業員と昼勤のみの従業員とに別れているのですが、わざと昼勤の従業員を多人数休ませて、朝勤の人間を無理矢理残業させるように、シフトを組みます。それどころか、朝勤の人の欠勤で人員が足りない時などは他の朝勤の従業員へ出勤を頼むことをせず、別の場所の作業場から応援を頼む始末。他の作業場から応援を頼まずとも、他の朝勤の従業員で回せるのにです。で、昼勤の人には早出は一切頼まず、しわ寄せは全部朝勤の人間にきます。毎月シフトも間違いだらけ、訂正だらけ。シフトを組むのも大変なのはわかりますが、こんな無茶苦茶な組み方ってありますか。,職場・仕事
"私は結婚して1年経つ27歳の兼業主婦です。
拙い文章ではありますが相談させて下さい。
私はものごごろついた時から父からの暴言・暴力を受けており、それは私が実家を出る24歳まで続いていました。
もう父とは3年ほど会っていません。
結婚する際は母にだけその事を伝えました。
父に会うことは何があってもこの先ないと思ったからです。
母は「過去のことは忘れて、あなたはこれから自分の幸せだけ見なきゃダメよ」と納得してくれていました。
しかし最近になって「家に挨拶に来なさい」「お父さんは挨拶に来る分には文句言わないって言ってるから」「来てくれないとお母さんが困る」と言ってきました。
父はまだ私が結婚したことをしりません。
バレたら母が困るは分かります。
しかし私はそれ以上に困ります。
母に「挨拶に来なさい」と言われてから私はずっと心がザワザワしています。
主人とは付き合ってから今日に至るまで8年一緒にいますが一度も暴力や暴言などありません。
主人に一度も酷いことをされたことがないのに今朝ベルトをズボンに通してる主人を見て咄嗟に「殴られる！」と思いました。
主人も驚いていました。
これは小さい頃に父にベルトで殴られたトラウマなのだと思います。
ベルトの時もあれば掃除機のノズル、素手、足、木べら色々ありました。
ベルトが一番痛かったですね·····
父は暴力ではなく躾だと言っていました。
悪いことをするから殴るんだと。
私は未だに父が恐いのだと思います。
主人を私の実家に巻き込みたくないのと私自身の為に実家に行きたくありません。
育ててくれた両親に許可もなく勝手に結婚した非常識な女だと思われるかもしれませんが、私は恐くて仕方がありません。
もしこれから実家に行くことがあった場合には主人は連れていかず私だけ木刀を握りしめてから行こうか·····と本気で悩んだくらいです。
母には本当に悪い事をしたと思っています。
でも私は小さい頃に母が私たち(兄弟がいます)を置いて逃げて行った母(今は帰ってきています)を許せない気持ちが残っていますし、母があまり私のことをよく思っていなかったことも忘れられません。
今は私も大人になり母とは上手くやっていますけど、私の心のわだかまりがとれることはありません。
私は実家に挨拶に行く勇気がありません。
どうしたらいいのか悩んでいます。
何かアドバイスを頂ければ幸いです。
よろしくお願いします。",家庭・家族
"もう辞めちゃおうかな
夢を追って上京してきたけど
いつもギリギリの所で掴めないし
隣の芝生は青くしか見えないし
良かれと思って指導してくれてる人も
結局その人のエゴだとしか思えないし
その人の意見に同意はできないし
上京してきて1年も経つのにまだ体調崩しやすいし
GW明け早々扁桃炎で40℃の熱出して仕事休んじゃってるし
おかげで明日のオーディションも出れそうにないし
お前には無理ってことなのかな
ってこういう投稿すると、
じゃあ辞めたらいいじゃないですか
とか心のない回答が来るんだろうし
何も正解なんてないけど
何が正解か分からないよね",心の悩み
"汚い体が嫌だ殺してほしい。
私が始めて関係を持ったのは兄です
小学4年の頃6年まで
本番も経験しました。今では嫌な兄では
ないけど、毎日夜になると自分が嫌いで自分がとにかく嫌、こんな汚い奴もぉ
2度と綺麗にはなれにいし
どんなに褒められても
どんなに満足出来る瞬間があっても、
憎むのは、ひたすら自分です。
憎める相手がいれば楽なんですかね",心の悩み
"私は今高校3年生で進路、部活、と専門の高校なので検定など、今までサボって来た分
今が頑張らないと行けない時なのは分かっています。先生方に迷惑をかけた事しか無く、
今どうしても全て頑張り抜きたくて、進路に向けて塾に通い、専門の勉強や、部活の自主練結果を出したくて沢山の応援にも答えたくて、精一杯です。全ては認めて欲しいから
自分が決めた事だから、と毎日言い聞かせてますが、すごく死んだら楽なんだろうなと考えてしまいます。ODだと死に切れないけど、睡眠薬を異常なほど飲めばとか、周りの期待が嬉しい反面、それに押しつぶされていく自分がいます。母は鬱だと言い気を使ってくれますが、私は認められません。ただただ自分が弱く、情けなくて、死にたくなります。
成功している人は努力であり、それが当たり前だから、こんな弱音を吐いている自分も、現実友達には見せられるはずもないです。変なプライドですが、この気持ちはどうしたら良いのでしょうか、誰が助けてください",心の悩み
"告白して保留にされました。

告白して即答で振られました。
「え⁉︎ ごめんなさい」って感じです。
彼女は僕からの好意に気づいていなかったみたいです。

僕も結婚を意識して付き合いたいと連日真剣に考えて告白しましたので、
いきなり告白されて急に返事はしてほしくない。ちょっと考えてと言いました。
告白されて100%で付き合う事は出来ないと思うし、必ず幸せにする。必ず俺の事も大好きになると本気で伝えました。
(彼女は人を好きになった事がない。今まで好きっと言ってくれた人と付き合ってたけど...
現在、他に告白されている人がいるみたいです。)

いまは返事を保留ということになりました。
いつまでに返事が欲しいと聞かれたので、期限はないよと言いました。


この対応は間違ってますか？
断りたかったのにしつこい感じでしたかね。

彼女に負担をかけてしまったのか家に帰って心苦しくなりました。

彼女27歳
僕31歳

友人関係です。
頻繁にデートや食事に行く関係です。

断られても諦められません…",恋愛/30才
"同年代にウケる女と年上にウケる女の違いってなんですか？

私の職場に2人美人がいます。
片方は同世代の20代中心に受けが良くもう片方は20代後半からそれ以上を中心にうけている印象です。
どっちが可愛いかとなったら20代男性はA子さんの意見が多く30代以上になると圧倒的にB子さん派が多いです。

2人とも歳も変わらず背丈や体型、性格やキャラクターも全体的に大きな差はそれほどないのに好かれる年代がこんなに違うってなんか不思議です。

なにか特徴があるんでしょうか？参考にしたいです。",恋愛/29才
"主人に妊娠の報告


妊娠初期です
主人に報告したらぉぉおお！そうだと思った！おめでとうと喜んでくれたんですが、思ったより反応が薄くて軽くショックでした。笑
ドラマの影響を受けすぎたのかも。笑

皆さんご主人に報告する時どんな反応でしたか？
どのタイミングで報告しましたか？
例えば検査薬した後とか病院にいってからなど、、、
後、自分の両親、義理の両親にいつ報告しました？

回答お待ちしています！",家庭・家族
"死にたかったので自殺しようと思ったのですが、倦怠感が強過ぎてそもそも動けませんでした。
なのでとりあえず寝ようと思ったんですけど、興奮しているようで寝るに寝れず、今どうするべきなのでしょうか。
もし死ねなかった場合、明日普通に大学に行かなければならないのですが。",心の悩み
"中年になると、絶対に太りますか？
痩せている人は、努力してるんでしょうか？",質問板
"人生生きていくのが辛い。
はじめまして！私は高校一年生です。
私は友達を作るのが苦手なのですが有難いことに同じ学校に友達が3人います。ですが私だけクラスが一緒になれませんでした。そ
の日は家で誰もいない時にひたすら泣きました、、。現在１ヶ月くらい経ちますがクラスに仲がいい人が全然できなく、話しかける努力をしても全然仲良くなれないです。。学校に3人友達がいていいじゃないかと思われる方が多くいると思いますが全体の移動(昼休み後の移動)があるのですが他クラスの友達と待ち合わせをしてる人は一人もいなく3人の友達も先に行ってしまっていると思います。なのでほぼほぼ1人行動です。中学校2、3年生の時(特に3年生)の時は毎日一人行動をしてました。実は、同じ学校の友達3人の中のうち1人が中学校2、3年生の時同じクラスになれたのですが他の子のとこにいったり、私のこと見てくるくせに何も話しかけなかったりと裏切られ一人で過ごしていました。なので、なんで私は辛い体験をしてるのにそいつは友達と同じクラスになれて恵まれるんだろうと思ってしまいます。(友達の1人と言いましたがぶっちゃけますとそいつと仲良くしないとハブられてしまう可能性が出てきてしまうので仕方なくです。)いっつも私は余り者になってしまい、話しかける努力はしてるのにな。とつくづく思います、、。
2つ目の辛いことは、昔の嫌いな人が頭から離れないことです。去年の10月下旬、DVDを見ていたらふと昔の嫌いな人の名前を思い出してしまってそこからずっと忘れられないです。。今は、本当にどうでもいい先生とそいつで混ざりあってる感じです。。授業にも集中できないし、両親にこのことを相談したらちゃんと話は聞いてくれたんですがその話すると暗くなると言われてまだ忘れられ出ないことがいい出せません。。
3つ目は両親の喧嘩(お金)です。父はトラックドライバーなので週に3回帰ってくるかぐらいなのですが(私は学校似通っているため会えるのは土日ほど)母と毎日1回は喧嘩します。一番の理由は父の給料が原因です。母からなんでこんなに給料安いんだー！と毎回始まります。。毎回毎回聞かされて私は本当にしんどいです。聞く話では、私の家庭は平均より少し安い方だと思います。。両親に感謝はあるんですがもっと金持ちの家に生まれたかったなって思ってしまいます。
長文となってしまいましたが、もう本当につらいです。。人生明日で終わってもいいかなってまだ高校生なのに思ってしまいます、アドバイス頂ければ幸いです(><)",心の悩み
"結婚している人を好きになってしまいました。
本人は気づいてるんだろうか。
そう言うのってわかっちゃうものですか？",質問板
私は少し変な人です。昼☀️は落ち着いているのに夜🌙になると妙な高揚感が高くなったりテンションが少しおかしくなることがあります。皆さんはそうゆうことありますか❓,質問板
"一時間程前から右耳が詰まったような感じでおかしい。左があまり聞こえないため、明日朝一に病院にいくが、聞こえなければ、おそらくもう仕事は出来ない
仕事が出来なくなれば、死ぬしかないかも知れないが、明日の病院に希望をもって挑むつもり
誰にも話せる人がいないので書き込みました。
皆いつ何あるかわからないので、皆さん身体だけはお大事に",身体
"LINEで自然に相手の気持ちを確かめるには。

気になっている男友達がいるのですが、友達感が強くてなかなか次に進めません。

環境の違いや、両思いのような雰囲気はあるのに相手からのアクションがないことなどから、不安が募っていて苦しいので確かめたいです。

会うことは難しく（理由は聞かないでください）、電話だと思うように話せないのでLINEにしたいです。

相手とは毎日LINEをしているのですが、ポンポンと即レスし合うようなLINEではなく、多くの文を2時間おきに返したりするようなペースでやりとりをしています。

毎日他愛もない話をしているので、なかなかその間に恋愛ネタを挟むのが難しく、、

「わたしのことどう思ってる？」と直球に聞くのも難しいので、なるべく自然に気持ちを確かめたいのですが、何か良い文章などはありますか？",恋愛/29才
"夜、眠れません。
不眠症は辛いです。",おしゃべり板
"どんどん太って行く。
何故？
少食なのに。",質問板
時々、死ぬことについて考えます。こうゆう気持ちになってしまうのは生きている上で自然に思ってしまうことなのでしょうか❓,心の悩み
幼少期からなのですが耳を触る癖がどうしても治せません。中学生まではあまり意識していなかったのですが高校生になって気付くと耳を触っているということが多くあります。優しく触れるというわけではなく引っ張ったりひねったり結構くせのある触り方です。冷たくて気持ちがいいというのもありますが触ると安心するというか言葉で表すのは難しいですがとにかくずっと触っていたくなります。眠い時や授業中は必ず触ります。バスでの移動中や歩いている時でさえ触ってしまいます。勉強中に一度触り出すとそっちばかりに気がいってしまい、勉強に全く集中できなくなります。先生からは頬杖をついているようで態度が悪いとまで言われました。どうにかして治す方法はありませんか？またどうして触ってしまうのか分かる方がいらっしゃったら教えてください。,身体
最初は相手が自分の事を好きだったのに、いつの間にか自分の方が相手の事を好きになっているなんてことはあるあるですか？,質問板
"大学1年生の女です。
私には高校1年生から仲良くしてもらっている男友達がいます。毎日LINEをすることはもちろん、何度も一緒に遊びに行きました。
だんだんと仲良くなっていくうちに「これからも仲良くしたい」という気持ちが強くなり、勇気を出して彼に先月「付き合って」と言いました。しかし答えはNOでした。彼も付き合うことを考えたそうですが友達以上には見ることができなかったそうです。
このことを踏まえて質問です。彼から昨日の夜に電話で「しばらく会うことやLINEをすることをやめよう。」と言われました。しかし、意見も曖昧で考えが違うのに少し時間を空けただけで元のような仲の良い関係に戻れるのかが不安です。
彼と完全に縁を切った方が良いのか、このまま様子を見た方が良いのかアドバイスをお願いします。
〜昨日の夜電話でした内容〜
・私はこれから大学が違っても仲良くし たい気持ちで告白をしてしまった、恋愛感情があることを自覚して告白をしたわけではない
・彼は告白＝好き、恋愛と考えている。そのため私の告白の考えに疑問を抱いている
＊私は異性の友達でも仲が良ければ2人で遊んでも良いと考えている。
＊彼は異性の友達でも2人で遊ぶのはどうかと疑問を抱いている、しかし、何度も遊びに行ったが遊ぶことを断ることもなければ私にどういう感情で遊んでいるかなど質問をしなかった
○彼が好きという感情がない告白だとしても告白をされて振ってしまったから気まずいと言ったため、私は大切な友達だからこそ邪魔者になりたくないから完全に縁を切ろうと提案したが、そういうことではないと言われた",恋愛/29才
"彼氏と会話が続きません

付き合って1ヶ月出会って3ヶ月です
付き合う前毎日夜長電話して沢山お話しました。ですが付き合ってから会話が弾みません、付き合う前に話しすぎたせいか話すことがないんです。それと付き合ってから思うように自分が出せません。
私の事好きになってくれたのに、つまらない思いさせちゃって申し訳ないし辛いです。いつか嫌われてしまうんでしょうか...
改善方法はありますか？(T_T)",恋愛/17才
"養育費について


養育費の減額ができる手段はありますか？
再婚に伴い養育費の減額を請求したいです。
弁護士をつけた方がいいのか....

弁護士をつけるとなるとどのくらいの費用がかかるのか詳細がわかる方のアドバイスが欲しいです。",家庭・家族
道を自転車でこいでしまいました。泣く方法を教えて下さい,心の悩み
"ピアスホールについてです
開けてから９ヶ月経ちました。
それまでは透ピと家に居る時用のピアス2つだけを交互につけていたのですが、もういいだろうと思い、ピアスを外そうとしたら右側のホールがくっついてる感じで痛かったです。原因はすこーしだけ膿んだ感じだったので薬をつけたまま放置したことだと思います。頑張って外したのですが、ホール内を傷つけてしまったようです。左はなんともなく穴もしっかり開いてるという感じだったのですが、右の穴の方が小さくなっているようです。赤みもかゆみもあり、表面がカリカリしてるのですが、塞がっちゃいますかね？",心の悩み
"バイト先の同期の子に嫌われてしまったかもしれません。どうしたらいいですか？

私は高校2年で寿司屋でバイトをしています。初めてのバイトです。
初めてで右も左も分からない状態でしたが少しずつ慣れてきました。ですがまだまだバイト先の人に迷惑をかけてしまうこともしばしばあります…。その度に落ち込んでしまい、自分が嫌になります。
そんな私にも後輩ができました。と言っても同期の男の子です。
一応私も先輩になったので自分が教えられることは教えました。
そして今日その子と一緒にあがり、あがってからすることを教えました。


私の店は一番下の人がゴミ出しをするのですが、新人の子は男の子なので別にゴミを出すことになっているそうなのです。先輩がわからないから今日はしなくていいと言っていたのですが、私はそれを知らなかったのです。

そして私はゴミとダンボールを捨てようとしました。ダンボールは社員さんにこれを捨てると言われたので私が捨てるものだと思ってました。いつも一緒に上がる人に捨ててもらっていたので不思議ではなかったのです。

新人の子がそれを見かねたのかゴミを持ってくれました。遠慮はしたのですが、流石にダンボールも大きいので片手があいてるなら手伝ってもらおうと、持ってもらうことにしました。

でも先輩が捨てなくていいと言ってたゴミを出てたので先輩がやらなくていいよと持ち帰りました。余計に仕事を増やしてしまいました…。

帰ってから同期の子からLINEがありました。内容は
・ゴミ2つ持たせるのはありえない
・灰皿の中身捨ててないしゴミ袋も変えてない
・次からは気をつけて
ざっとこんな感じでした。

ゴミ箱は完全にうっかり忘れてました。
2つ持たせたのもよく考えればありえない話です。
全面的に私が悪いです。後処理も同期がやってくれたのだろうと思うと申し訳ないし、自分が情けなくて嫌になります。

2つ持たせたのもよく考えたらありえない話ですが、ゴミとゴミとダンボール(ちょっと多い)をおろさなければいけないと思っていたのでどうしても分担しなければいけなかったのでどうすれば良かったのか分かりません。
そこで新人の子のゴミはおろさなくてもよかったのだと初めて聞きました。持たせた私も悪いけど、新人の子もやらなくていいと言われてたのなら言って欲しかったです…。

ゴミ箱の件は完全に私が悪いので次からは気をつけようと肝に銘じます…
後で同期が心配になるのもめちゃくちゃわかります
ならどうして私と新人の子を一緒にあがらせたのでしょうか…。中途半端に教えるなら同期とあがらせるか、3人で…という手もあったのではないでしょうかと思います。

同期も私をさん付けで呼んだり、少し敬語になったり怒っているのか、注意するのに友達みたいにしてはいけないからなのか、LINEの様子が少し怖かったです…。

その後先輩にもお詫びのLINEをいれました。

嫌われていないか、はたまた鬱陶しく思われていないかすごく怖いです。

今日したミスはもう二度としないようにしますが、明日も出勤が一緒なので合わせる顔がないです…

同期は私をどう思っていると思いますか？
私の杞憂であればいいのですが…
明日また同期には謝ろうと思っています。

長々と読みにくい文章をすみませんでした。ありがとうございますm(*_ _)m


19/05/08 01:18 追記
同期は同い年の女の子です！私より先に入っている子です
新人の子は今日入ってきた男の子です！
分かりにくくてごめんなさい＜(_ _)＞",友人
"人が信じられなくて、疑心暗鬼になったり、つい悪口ぽく事を言ってしまい後悔の日々で仲のいい人の冗談も少し疑うようになったり。
とにかく笑っていないと心が折れそうなぐらい毎日が怖い。人に好かれようと思ってないけど友達が後輩とかに好かれてると羨ましいと思ってしまう。嫉妬なのだろうか。無い物ねだりをしている気がする。分かってはいるけれど、どうしても負の気持ちがわいてくる。
少しした時間があれば、さっきの友人の発言について考えたり、もしかしたら、上部だけの発言かもしれないと。裏では私のこと嫌なのかもしれないと。考えてしまい嫌になるがどうしても止めることの出来ない。
これもそれも、昔からだろうか。小学生のころにいじめを受けていた。仲良くしてくれていた人も裏で悪口言ってたよとか周りから聞く。このようなことが日々だっただろうか。少しの悪口も私には100倍並みに悪く聞こえる。そんなんだから周りも私を本当に好きになってくれない気がする。分かってはいる。ただ私が気にしすぎなだけかもしれないと。だけどどうしても人を信じることすら出来ない。本当のことを友達に言ってるつもりだろうけど、実際のところこんな自分相談できた人なんていない。いるわけがない。だからここに書いた。
少しでも気持ちを落ち着かせようと。そろそろ明るく接するのにも疲れてきた。どうしたらこんな自分好きになれるだろうか。どうしたら人を信じることができるのだろうか。",その他
"下の子を出産のために入院するため
上の子（1歳半）は実家に預ける予定なのですが
練習は必要でしょうか？
また入院中に上の子を連れてきてもらうつもりだったのですが
上の子は待合室だけで部屋には入れないので滞在時間が短いし、
せっかく実家で慣れてもそこでママに会うと連れて帰るのが大変だから会わない方が良いと言う話を聞きましたがどうでしょうか。
実家に慣れて楽しそうなら退院まで会わない方が良いのか、
逆に寂しかってる時に会うと帰りもっと寂しくなってしまうのかと悩んでます。

上の子は男の子でまだ口で理解しても力勝負な時もありますし、
泣いて欲求を押し通すか自己主張が強いです。
旦那は役に立ちません。

息子は人見知りがないけど私だけ後追い状態で姿が見えないと号泣。
ただ泣くのは近くに人が居る時だけママのところに連れてけと泣くだけで
誰も居なければ大人しくおもちゃで遊んでます。
実家は母と妹が3人でみんな私にかなり似てるので旦那より妹たちに懐いてます。
私と妹を間違えてママと呼びそのまま泣かないなんてこともあるんですがどうでしょうか。",育児
